hiseq_id,sample_id,library,observed_stage,stage,sex,site_shrt,region,site,year,month,latitude,longitude,pcl,fl,tl
EGM_8-26,JG_7030502,8,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.56425,-82.57063,390,440,530
EGM_8-29,JG_7030501,8,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.56425,-82.57063,470,530,640
EGM_8-67,JG_2016021,8,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,440,470,590
EGM_8-68,JG_2016024,8,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,440,480,600
EGM_8-70,JG_10272,8,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,OCT,27.56482,-82.58192,550,620,760
EGM_10-76,BB-16-472,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,470,525,670
EGM_10-77,BB-16-465,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06528,-82.87471,440,490,620
EGM_10-79,BB-16-489,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,440,490,520
EGM_10-80,BB-16-490,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,480,540,570
EGM_10-81,BB-16-469,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,470,520,650
EGM_10-82,BB-16-479,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,460,515,650
EGM_10-84,BB-16-471,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,500,550,690
EGM_10-85,BB-16-474,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,500,550,690
EGM_10-86,BB-16-478,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,460,510,650
EGM_10-87,BB-16-488,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,510,570,720
EGM_10-89,BB-16-487,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,470,530,660
EGM_10-90,BB-16-470,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,470,525,670
EGM_10-91,BB-16-462,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06528,-82.87471,500,550,690
EGM_3-49,BB-14-454,3,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,380,430,540
EGM_3-50,BB-14-455,3,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,390,430,550
EGM_3-51,BB-14-457,3,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,430,480,610
EGM_3-52,BB-14-460,3,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,410,450,570
EGM_3-53,BB-14-462,3,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,410,455,570
EGM_4-21,BB-14-463,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,430,485,620
EGM_4-22,BB-14-464,4,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,420,470,600
EGM_4-23,BB-14-465,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,450,490,620
EGM_4-24,BB-14-466,4,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
EGM_4-25,BB-14-467,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,470,520,660
EGM_4-26,BB-14-468,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,420,465,590
EGM_4-27,BB-14-469,4,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
EGM_4-28,BB-14-470,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,410,450,570
EGM_4-29,BB-14-471,4,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,440,490,620
EGM_4-30,BB-14-473,4,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
EGM_4-31,BB-14-474,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,460,510,650
EGM_4-32,BB-14-492,4,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.07375,-82.82462,410,460,580
EGM_5-30,BB-15-425,5,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.10881,-83.05331,470,520,660
EGM_5-31,BB-15-406,5,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.0122,-82.90031,470,530,665
EGM_5-39,BB-15-408,5,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.0122,-82.90031,470,520,622
EGM_5-42,BB-15-437,5,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.10881,-83.05331,510,570,720
EGM_10-05,AB-18-110,10,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,470,520,650
EGM_10-06,AB-18-112,10,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,470,520,660
EGM_10-07,AB-18-114,10,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,450,530,630
EGM_10-08,AB-18-074,10,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,JUL,29.64923,-85.03885,450,510,610
EGM_10-09,AB-18-124,10,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,460,510,640
EGM_10-13,AB-18-126,10,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65189,-84.96194,470,560,620
EGM_10-14,AB-18-107,10,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,460,510,645
EGM_11-05,GN_023201801009,11,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,620,690,773
EGM_1-40,GN_029201401007,1,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,JUL,29.63772,-85.18527,460,505,566
EGM_1-45,GN_017201301001,1,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,570,635,712
EGM_1-46,GN_017201301002,1,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,585,650,729
EGM_1-47,GN_017201301006,1,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,620,695
EGM_2-48,GN_084201401011,2,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,OCT,29.66772,-85.20775,480,525,589
EGM_2-49,GN_017201301005,2,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,630,706
EGM_2-50,GN_084201401013,2,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,OCT,29.66772,-85.20775,440,490,549
EGM_2-52,GN_070201401017,2,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,SEP,29.64921,-85.17651,475,530,594
EGM_2-54,GN_029201401010,2,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,AUG,29.63772,-85.18527,430,480,538
EGM_2-55,GN_029201401016,2,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,AUG,29.63772,-85.18527,440,490,549
EGM_2-57,GN_006201401004,2,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,MAY,29.63453,-85.16574,540,600,673
EGM_2-58,GN_017201301004,2,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,620,695
EGM_3-28,GN_033201301014,3,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.66598,-85.20824,380,415,465
EGM_3-33,GN_020201501016,3,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.65508,-85.2108,560,610,684
EGM_3-36,GN_064201501005,3,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.63538,-85.16218,480,530,594
EGM_3-37,GN_010201501014,3,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,490,540,605
EGM_3-38,GN_010201501011,3,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,520,580,650
EGM_3-39,GN_010201501009,3,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,520,580,650
EGM_3-40,GN_057201501004,3,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66943,-85.21402,630,695,779
EGM_4-20,GN_006201401005,4,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,MAY,29.63453,-85.16574,570,640,717
EGM_6-43,CLIM 02 28/VIII/14,6,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,AUG,29.83446,-84.487,400,445,560
EGM_8-42,GN_015201601001,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63823,-85.19163,650,720,807
EGM_8-43,GN_061201601003,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,570,630,706
EGM_8-44,GN_016201601008,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,420,470,527
EGM_8-45,GN_016201601005,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,600,660,740
EGM_8-46,GN_015201601002,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63823,-85.19163,560,630,706
EGM_8-47,GN_016201601010,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,570,630,706
EGM_8-48,GN_061201601005,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,650,700,785
EGM_8-49,GN_016201601004,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,450,500,561
EGM_8-50,GN_061201601012,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,570,625,701
EGM_8-51,GN_014201601001,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63413,-85.16287,510,560,628
EGM_8-52,GN_064201601003,8,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66342,-85.23452,590,660,740
EGM_8-53,GN_079201601014,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,SEP,29.64868,-85.21055,570,630,706
EGM_8-54,GN_063201601003,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.67265,-85.22525,620,685,768
EGM_8-55,GN_061201601016,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,650,720,807
EGM_8-56,GN_061201601004,8,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,600,655,734
EGM_9-02,GN_023201801003,9,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,590,660,740
EGM_9-08,GN_023201801005,9,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,565,630,706
EGM_10-52,AD051719BL01019,10,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2019,MAY,30.24768,-87.98133,580,640,775
EGM_10-53,AD051719BL01028,10,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2019,MAY,30.24768,-87.98133,595,655,797
EGM_10-54,AD061019BL01036,10,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2019,JUN,30.2622,-87.99535,450,505,615
EGM_10-57,CA051519GN01001,10,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2019,MAY,30.2455,-87.78915,425,470,560
EGM_2-16,AD_072413BL02058,2,NA,YOY,F,MOB,EGoM,Mobile_Bay,2013,JUL,30.24216,-88.334,635,705,790
EGM_2-18,AD_061312BL01022,2,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,JUN,30.25262,-88.33157,640,715,801
EGM_4-19,WI_093014BL01005,4,NA,YOY,F,MOB,EGoM,Mobile_Bay,2014,SEP,30.23965,-88.34035,659,637,714
EGM_5-13,C_O061416GN01002,5,NA,YOY,F,MOB,EGoM,Mobile_Bay,2016,JUN,30.24428,-88.15089,605,660,740
EGM_5-17,WI_092916BL04006,5,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2016,SEP,30.42861,-87.92444,583,645,723
EGM_6-01,C_O061416GN02006,6,NA,YOY,F,MOB,EGoM,Mobile_Bay,2016,JUN,30.2464,-88.20017,565,628,704
EGM_6-05,AD_052312BL02016,6,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,710,790,790
EGM_6-06,AD_052312BL02017,6,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,600,670,670
EGM_7-01,PO051518GN02-001,7,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAY,30.33861,-88.38139,400,440,556
EGM_7-02,WI_033018BL04046,7,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAR,30.33861,-88.38139,582,641,794
EGM_7-03,WI_042418BL02027_P1,7,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2018,APR,30.33861,-88.38139,408,450,505
EGM_7-05,PO051518GN02-002,7,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2018,MAY,30.25417,-88.20583,390,430,540
WGM_10-24,TX_58068,10,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2018,MAY,29.38556,-94.77333,NA,521,585
WGM_10-25,TX_58075,10,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2018,MAY,29.38556,-94.77333,NA,432,485
WGM_10-26,TX_201810,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,447,502
WGM_10-27,TX_201917,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09806,-95.14167,NA,525,590
WGM_10-28,TX_201930,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09806,-95.14167,NA,465,523
WGM_10-30,TX_2018220,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.21111,-94.88556,NA,497,558
WGM_10-31,TX_201819,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,508,571
WGM_10-32,TX_201823,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,514,577
WGM_11-02,TX_201927,11,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09917,-95.10889,NA,515,579
WGM_6-56,TX_20174,6,NA,YOY,M,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,549,617
WGM_6-57,TX_201718,6,NA,YOY,F,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,494,555
WGM_6-87,TX_201714,6,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,485,545
WGM_6-88,TX_20175,6,NA,YOY,M,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,610,685
WGM_9-08,TX_2018261,9,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,OCT,29.40667,-94.88611,NA,549,616
WGM_9-10,TX_201813,9,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,OCT,29.40667,-94.88611,NA,549,616
WGM_10-42,TX_2019_29,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,670,752
WGM_10-43,TX_2019_30,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,690,775
WGM_10-45,TX_2019_145,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,667,749
WGM_10-46,TX_2019_149,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,638,716
WGM_10-47,TX_2019_150,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,662,743
WGM_10-51,TX_2019_159,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,615,690
WGM_10-53,TX_2019_161,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,622,698
WGM_10-54,TX_2019_167,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,704,790
WGM_10-55,TX_2019_170,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.44806,-96.40167,NA,708,795
WGM_10-56,TX_2019_172,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,SEP,28.44806,-96.40167,NA,425,478
WGM_10-57,TX_2019_180,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,700,786
WGM_10-58,TX_2019_181,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,668,750
WGM_10-59,TX_2019_189,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,641,720
WGM_10-61,TX_2019_A15,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,659,740
WGM_10-62,TX_2019_B4,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,677,760
WGM_10-64,TX_2019_144,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.64139,-96.51944,NA,657,737
WGM_10-65,TX_2019_162,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,673,755
WGM_10-66,TX_2019_186,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,647,726
WGM_8-03,TX_201820,8,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,APR,28.63222,-96.49694,NA,668,750
WGM_8-04,TX_201831,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,APR,28.63222,-96.49694,NA,695,780
WGM_8-05,TX_2018Y,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.63333,-96.07972,NA,529,594
WGM_8-06,TX_2018P,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.7,-96.25972,NA,681,764
WGM_8-07,TX_2018B5,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.66111,-96.58389,NA,527,592
WGM_8-08,TX_2018A3,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.65972,-96.63417,NA,547,614
WGM_8-09,TX_2018A12,8,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,MAY,28.65972,-96.63417,NA,565,634
WGM_8-10,TX_2018H,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,JUN,28.63972,-96.41806,NA,524,588
WGM_8-11,TX_2018J,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,JUN,28.63972,-96.41806,NA,522,586
WGM_8-15,TX_2018A4,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,SEP,28.62972,-96.47111,NA,711,798
WGM_8-16,TX_2018B8,8,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,OCT,28.44694,-96.40222,NA,688,772
WGM_8-23,TX_2017006,8,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2017,NOV,28.44889,-96.31528,NA,713,800
WGM_8-32,TX_20184,8,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,APR,28.61667,-96.51111,NA,701,787
WGM_11-06,TX_2019146,11,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2019,OCT,28.39361,-96.49556,NA,704,790
WGM_3-02,BT-20529,3,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.18167,-96.8425,462,503,639
WGM_3-07,BT-30547,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.20417,-96.69778,573,632,792
WGM_3-08,BT-33550,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.18167,-96.8425,511,563,714
WGM_3-10,BT-44565,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.2,-96.82417,570,631,799
WGM_3-11,BT-45566,3,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.19583,-96.71139,558,623,782
WGM_3-15,BT-52583,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,558,617,766
WGM_3-16,BT-53584,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,554,615,773
WGM_3-17,BT-54585,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,538,599,742
WGM_3-18,BT-55586,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,537,595,744
WGM_3-19,BT-58589,3,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,560,622,779
WGM_4-38,TX_20157,4,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2015,APR,28.42611,-96.41361,NA,582,654
WGM_5-33,TX_35511,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,666,748
WGM_5-34,TX_35515,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.26111,-96.63194,NA,706,792
WGM_5-36,TX_35517,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,622,698
WGM_5-37,TX_35519,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,649,729
WGM_5-38,TX_35520,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.33611,-96.60278,NA,707,794
WGM_5-39,TX_35530,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,621,697
WGM_5-40,TX_35532,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.18167,-96.8425,NA,679,762
WGM_5-41,TX_35534,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.18167,-96.8425,NA,633,711
WGM_5-42,TX_35543,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,632,709
WGM_5-43,TX_35545,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,615,690
WGM_5-44,TX_35546,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,657,737
WGM_5-45,TX_35549,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,696,781
WGM_5-46,TX_35550,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,680,763
WGM_5-48,TX_35587,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,682,766
WGM_5-49,TX_35594,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.33611,-96.60278,NA,613,688
WGM_5-50,TX_35605,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.31944,-96.61944,NA,617,693
WGM_5-51,TX_35702,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,705,791
WGM_5-52,TX_35703,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.20417,-96.69778,NA,707,794
WGM_5-53,TX_35704,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,654,734
WGM_5-54,TX_35705,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,685,769
WGM_5-55,TX_35707,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,681,764
WGM_5-56,TX_35708,5,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,711,798
WGM_5-57,TX_35711,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.36306,-96.47306,NA,647,726
WGM_5-58,TX_48358,5,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,665,747
WGM_6-45,TX_35498,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.2,-96.82417,NA,538,604
WGM_6-47,TX_201783,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,538,604
WGM_6-50,TX_35486,6,NA,YOY,UND,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.34028,-96.44444,NA,689,773
WGM_6-51,TX_201626,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.31944,-96.61944,NA,568,638
WGM_6-52,TX_35505,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,642,721
WGM_6-53,TX_201621,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,520,584
WGM_6-54,TX_201613,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,537,603
WGM_6-59,TX_201628,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.32639,-96.50417,NA,691,776
WGM_6-61,TX_35507,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.26111,-96.63194,NA,672,754
WGM_6-73,TX_201758,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.42611,-96.41361,NA,524,588
WGM_6-75,TX_201767,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,554,622
WGM_6-77,TX_201789,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,571,641
WGM_6-83,TX_201741,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,APR,28.39028,-96.50139,NA,511,574
WGM_6-86,TX_201651,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.34167,-96.44167,NA,701,787
